Entry,Study,Author,Study.Year,Family,W.Spp,W.Var,D.Spp,D.Var,D.Common,Life.Hist,Dom.Extent,Crop.Use,Org.Meas,Org.Use,Source,Response.Type,Response.Direction,Mean.Wild,SD.Wild,N.Wild,Mean.Dom,SD.Dom,N.Dom,Description of response variable
2300,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8379-1,Solanum_tuberosum,Elba,potato,ha,m,v,l,nh,t2,herb.perform,1,7.3,1.22474,6,10.7,2.20454,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2301,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-1,Solanum_tuberosum,Elba,potato,ha,m,v,l,nh,t2,herb.perform,1,3.5,2.44949,6,10.7,2.20454,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2302,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-2,Solanum_tuberosum,Elba,potato,ha,m,v,l,nh,t2,herb.perform,1,8.8,1.46969,6,10.7,2.20454,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2303,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-4,Solanum_tuberosum,Elba,potato,ha,m,v,l,nh,t2,herb.perform,1,4.8,2.69444,6,10.7,2.20454,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2304,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-5,Solanum_tuberosum,Elba,potato,ha,m,v,l,nh,t2,herb.perform,1,7.2,1.71464,6,10.7,2.20454,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2305,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-6,Solanum_tuberosum,Elba,potato,ha,m,v,l,nh,t2,herb.perform,1,7,3.18434,6,10.7,2.20454,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2306,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8379-1,Solanum_tuberosum,Norchip,potato,ha,m,v,l,nh,t2,herb.perform,1,7.3,1.22474,6,12.2,3.42929,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2307,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-1,Solanum_tuberosum,Norchip,potato,ha,m,v,l,nh,t2,herb.perform,1,3.5,2.44949,6,12.2,3.42929,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2308,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-2,Solanum_tuberosum,Norchip,potato,ha,m,v,l,nh,t2,herb.perform,1,8.8,1.46969,6,12.2,3.42929,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2309,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-4,Solanum_tuberosum,Norchip,potato,ha,m,v,l,nh,t2,herb.perform,1,4.8,2.69444,6,12.2,3.42929,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2310,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-5,Solanum_tuberosum,Norchip,potato,ha,m,v,l,nh,t2,herb.perform,1,7.2,1.71464,6,12.2,3.42929,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2311,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-6,Solanum_tuberosum,Norchip,potato,ha,m,v,l,nh,t2,herb.perform,1,7,3.18434,6,12.2,3.42929,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2312,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8379-1,Solanum_tuberosum,NorValley,potato,ha,m,v,l,nh,t2,herb.perform,1,7.3,1.22474,6,10.2,1.22474,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2313,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-1,Solanum_tuberosum,NorValley,potato,ha,m,v,l,nh,t2,herb.perform,1,3.5,2.44949,6,10.2,1.22474,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2314,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-2,Solanum_tuberosum,NorValley,potato,ha,m,v,l,nh,t2,herb.perform,1,8.8,1.46969,6,10.2,1.22474,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2315,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-4,Solanum_tuberosum,NorValley,potato,ha,m,v,l,nh,t2,herb.perform,1,4.8,2.69444,6,10.2,1.22474,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2316,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-5,Solanum_tuberosum,NorValley,potato,ha,m,v,l,nh,t2,herb.perform,1,7.2,1.71464,6,10.2,1.22474,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2317,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-6,Solanum_tuberosum,NorValley,potato,ha,m,v,l,nh,t2,herb.perform,1,7,3.18434,6,10.2,1.22474,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2318,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8379-1,Solanum_tuberosum,Russet Norkotah,potato,ha,m,v,l,nh,t2,herb.perform,1,7.3,1.22474,6,13.5,0.9798,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2319,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-1,Solanum_tuberosum,Russet Norkotah,potato,ha,m,v,l,nh,t2,herb.perform,1,3.5,2.44949,6,13.5,0.9798,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2320,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-2,Solanum_tuberosum,Russet Norkotah,potato,ha,m,v,l,nh,t2,herb.perform,1,8.8,1.46969,6,13.5,0.9798,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2321,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-4,Solanum_tuberosum,Russet Norkotah,potato,ha,m,v,l,nh,t2,herb.perform,1,4.8,2.69444,6,13.5,0.9798,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2322,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-5,Solanum_tuberosum,Russet Norkotah,potato,ha,m,v,l,nh,t2,herb.perform,1,7.2,1.71464,6,13.5,0.9798,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2323,84,Lorenzen et al,2001,Solanaceae,Solanum_chacoense,8380-6,Solanum_tuberosum,Russet Norkotah,potato,ha,m,v,l,nh,t2,herb.perform,1,7,3.18434,6,13.5,0.9798,6,"Average ""larval development score"" 96 hours after innocuation in a detached leaf assay"
2324,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Armstong,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,828,47.4,25,Quercetin content (mg/kg of fresh weight)
2325,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Dawidowska,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,698,50.1,25,Quercetin content (mg/kg of fresh weight)
2326,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Robusta,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,658.6,48.4,25,Quercetin content (mg/kg of fresh weight)
2327,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Hyduro,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,596.4,23.8,25,Quercetin content (mg/kg of fresh weight)
2328,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Summit,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,571.6,43.1,25,Quercetin content (mg/kg of fresh weight)
2329,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Grabowska,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,547.8,45.5,25,Quercetin content (mg/kg of fresh weight)
2330,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Rawska,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,515.9,18.2,25,Quercetin content (mg/kg of fresh weight)
2331,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Supra,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,439,13,25,Quercetin content (mg/kg of fresh weight)
2332,85,Horbowicz,2000,Amaryllidaceae,Allium_fistulosum,nr,Allium_cepa,Exhibition,onion,hp,m,v,v,h,t1/t3,chem,0,147.1,11.7,25,298.2,27.9,25,Quercetin content (mg/kg of fresh weight)
2333,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Armstong,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,828,47.4,25,Quercetin content (mg/kg of fresh weight)
2334,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Dawidowska,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,698,50.1,25,Quercetin content (mg/kg of fresh weight)
2335,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Robusta,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,658.6,48.4,25,Quercetin content (mg/kg of fresh weight)
2336,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Hyduro,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,596.4,23.8,25,Quercetin content (mg/kg of fresh weight)
2337,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Summit,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,571.6,43.1,25,Quercetin content (mg/kg of fresh weight)
2338,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Grabowska,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,547.8,45.5,25,Quercetin content (mg/kg of fresh weight)
2339,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Rawska,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,515.9,18.2,25,Quercetin content (mg/kg of fresh weight)
2340,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Supra,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,439,13,25,Quercetin content (mg/kg of fresh weight)
2341,85,Horbowicz,2000,Amaryllidaceae,Allium_altaicum,nr,Allium_cepa,Exhibition,onion,hp,m,v,v,h,t1/t3,chem,0,154.2,13.1,25,298.2,27.9,25,Quercetin content (mg/kg of fresh weight)
2342,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Armstong,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,828,47.4,25,Quercetin content (mg/kg of fresh weight)
2343,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Dawidowska,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,698,50.1,25,Quercetin content (mg/kg of fresh weight)
2344,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Robusta,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,658.6,48.4,25,Quercetin content (mg/kg of fresh weight)
2345,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Hyduro,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,596.4,23.8,25,Quercetin content (mg/kg of fresh weight)
2346,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Summit,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,571.6,43.1,25,Quercetin content (mg/kg of fresh weight)
2347,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Grabowska,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,547.8,45.5,25,Quercetin content (mg/kg of fresh weight)
2348,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Rawska,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,515.9,18.2,25,Quercetin content (mg/kg of fresh weight)
2349,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Supra,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,439,13,25,Quercetin content (mg/kg of fresh weight)
2350,85,Horbowicz,2000,Amaryllidaceae,Allium_vavilovii,nr,Allium_cepa,Exhibition,onion,hp,m,v,v,h,t1/t3,chem,0,369.8,26,25,298.2,27.9,25,Quercetin content (mg/kg of fresh weight)
2351,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Armstong,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,828,47.4,25,Quercetin content (mg/kg of fresh weight)
2352,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Dawidowska,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,698,50.1,25,Quercetin content (mg/kg of fresh weight)
2353,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Robusta,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,658.6,48.4,25,Quercetin content (mg/kg of fresh weight)
2354,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Hyduro,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,596.4,23.8,25,Quercetin content (mg/kg of fresh weight)
2355,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Summit,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,571.6,43.1,25,Quercetin content (mg/kg of fresh weight)
2356,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Grabowska,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,547.8,45.5,25,Quercetin content (mg/kg of fresh weight)
2357,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Rawska,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,515.9,18.2,25,Quercetin content (mg/kg of fresh weight)
2358,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Supra,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,439,13,25,Quercetin content (mg/kg of fresh weight)
2359,85,Horbowicz,2000,Amaryllidaceae,Allium_galanthum,nr,Allium_cepa,Exhibition,onion,hp,m,v,v,h,t1/t3,chem,0,463.4,10.5,25,298.2,27.9,25,Quercetin content (mg/kg of fresh weight)
2360,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Armstong,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,828,47.4,25,Quercetin content (mg/kg of fresh weight)
2361,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Dawidowska,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,698,50.1,25,Quercetin content (mg/kg of fresh weight)
2362,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Robusta,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,658.6,48.4,25,Quercetin content (mg/kg of fresh weight)
2363,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Hyduro,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,596.4,23.8,25,Quercetin content (mg/kg of fresh weight)
2364,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Summit,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,571.6,43.1,25,Quercetin content (mg/kg of fresh weight)
2365,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Grabowska,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,547.8,45.5,25,Quercetin content (mg/kg of fresh weight)
2366,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Rawska,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,515.9,18.2,25,Quercetin content (mg/kg of fresh weight)
2367,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Supra,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,439,13,25,Quercetin content (mg/kg of fresh weight)
2368,85,Horbowicz,2000,Amaryllidaceae,Allium_proliferum,nr,Allium_cepa,Exhibition,onion,hp,m,v,v,h,t1/t3,chem,0,444.4,37.6,25,298.2,27.9,25,Quercetin content (mg/kg of fresh weight)
2441,87,Mikulic-Petkovsek,2012a,Rosaceae,Rubus_spp,nr,Rubus_fruticosus,nr,blackberry,wp,nr,fr,fr,h,t3,chem,0,3288,703.0036,6,1332,120.025,6,"Total phenolic content of the fruit in ""mg eqv. GAE/kg"""
2442,87,Mikulic-Petkovsek,2012a,Rosaceae,Rubus_idaeus,nr,Rubus_idaeus,nr,raspberry,wp,nr,fr,fr,h,t3,chem,0,2232,480.1,6,1076,257.1964,6,"Total phenolic content of the fruit in ""mg eqv. GAE/kg"""
2443,87,Mikulic-Petkovsek,2012a,Rosaceae,Fragaria_vesca,nr,Fragaria_ananassa,nr,strawberry,hp,nr,fr,fr,h,t3,chem,0,4347,818.1296,6,863,166.5653,6,"Total phenolic content of the fruit in ""mg eqv. GAE/kg"""
2444,88,Scalzo et al,2005,Rosaceae,Fragaria_vesca,Alpina,Fragaria_ananassa,nr,strawberry,hp,nr,fr,fr,h,t1,chem,0,33.17,0.33541,15,13.17,0.19596,6,Combined lipophilic and hydrophilic antioxidant ability in Trolox equivalent antioxidant capacity (TEAC)
2445,89,Whitehead and Poveda,in prep,Rosaceae,Malus_sieversii,nr,Malus_domestica,nr,apple,wp,m,fr,fr,h,raw data,chem,0,1.045,0.50885,50,0.580628407,0.2362,54,estimated total phenolic concentration (% dry weight) in apple skin
2447,89,Whitehead and Poveda,in prep,Rosaceae,Malus_sieversii,nr,Malus_domestica,nr,apple,wp,m,fr,fr,h,raw data,herb.perform,1,34.80621591,5.41928,44,34.04022826,4.76806,46,pupal weight (g) of codling moth females reared on whole apples
2448,89,Whitehead and Poveda,in prep,Rosaceae,Malus_sieversii,nr,Malus_domestica,nr,apple,wp,m,fr,fr,h,raw data,herb.pref,1,0.185910965,0.1579,46,0.179230623,0.19628,46,proportion of eggs laid on apples versus container in a no-choice oviposition assay with a single mated pair caged onto an apple branch
2449,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Pisang lilin,banana,wp,m,fr,r,nh,t2,herb,1,0,0.1,5,0,0.1,5,weevil damage in cross sections of corms on a scale from 0 (no damage) to 3 (heavy damage)
2450,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Yangambi Km. 5,banana,wp,m,fr,r,nh,t2,herb,1,0,0.1,5,0,0.1,5,weevil damage in cross sections of corms on a scale from 0 (no damage) to 3 (heavy damage)
2451,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Bluggoe,banana,wp,m,fr,r,nh,t2,herb,1,0,0.1,5,0,0.1,5,weevil damage in cross sections of corms on a scale from 0 (no damage) to 3 (heavy damage)
2452,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Fougamou,banana,wp,m,fr,r,nh,t2,herb,1,0,0.1,5,0,0.1,5,weevil damage in cross sections of corms on a scale from 0 (no damage) to 3 (heavy damage)
2453,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Valery,banana,wp,m,fr,r,nh,t2,herb,1,0,0,5,0.1,0.22361,5,weevil damage in cross sections of corms on a scale from 0 (no damage) to 3 (heavy damage)
2454,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,SH-3362,banana,wp,m,fr,r,nh,t2,herb,1,0,0,5,0.6,0.22361,5,weevil damage in cross sections of corms on a scale from 0 (no damage) to 3 (heavy damage)
2455,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Pisang lilin,banana,wp,m,fr,r,nh,t2,phys,0,19.4,2.23607,5,21.6,2.45967,5,corm hardness (in Newtons) in transverse sections from central corm fragment 
2456,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Yangambi Km. 5,banana,wp,m,fr,r,nh,t2,phys,0,19.4,2.23607,5,21,3.3541,5,corm hardness (in Newtons) in transverse sections from central corm fragment 
2457,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Bluggoe,banana,wp,m,fr,r,nh,t2,phys,0,19.4,2.23607,5,21.6,3.3541,5,corm hardness (in Newtons) in transverse sections from central corm fragment 
2458,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Fougamou,banana,wp,m,fr,r,nh,t2,phys,0,19.4,2.23607,5,24.7,2.45967,5,corm hardness (in Newtons) in transverse sections from central corm fragment 
2459,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,Valery,banana,wp,m,fr,r,nh,t2,phys,0,19.4,2.23607,5,16.2,2.23607,5,corm hardness (in Newtons) in transverse sections from central corm fragment 
2460,90,Ortiz et al,1995,Musaceae,Musa_acuminata,Calcutta 4,Musa_acuminata,SH-3362,banana,wp,m,fr,r,nh,t2,phys,0,19.4,2.23607,5,14.8,2.23607,5,corm hardness (in Newtons) in transverse sections from central corm fragment 
2461,91,Sharma et al ,2003,Fabaceae,Arachis_spp,nr,Arachis_hypogaea,nr,peanut,hp,m,l,l,nh,t2,herb,1,12.66,6.059,5,9.83,5.32108,30,leaf miner damaged leaflets (%)
2462,91,Sharma et al ,2003,Fabaceae,Arachis_spp,nr,Arachis_hypogaea,nr,peanut,hp,m,l,l,nh,t2,herb,1,2.6,1.387,5,1.31333,0.5373,30,"damage rating from Helicoverpa or other chewers, scale from 1 (<10% damage) to 9 (>80% damage)"
2463,91,Sharma et al ,2003,Fabaceae,Arachis_spp,nr,Arachis_hypogaea,nr,peanut,hp,m,l,l,nh,t2,herb,1,2.36,1.35,5,1.05333,0.3203,30,"damage rating from leafhoppers, scale from 1 (<10% damage) to 9 (>80% damage)"
2464,92,Ramiro et al,2006,Rubiaceae,Coffea_racemosa,nr,Coffea_arabica,ObatÌ£ IAC-1669- 20,Arabica coffee,wp,nr,nf,l,nh,t1,herb,1,1.96,0.51,5,4,0,5,damage rating for leaf mining on a scale from 1 (resistant) to 4 (susceptible) averaged across 9 sample discs and then across 5 individuals
2465,92,Ramiro et al,2006,Rubiaceae,Coffea_racemosa,nr,Coffea_arabica,ObatÌ£ IAC-1669- 20,Arabica coffee,wp,nr,nf,l,nh,t2,chem,0,24.9,9.6,10,60.9,10.9,10,Mean concentration of phenolic compounds in mass equivalent (mg) of chlorogenic acid per G fresh leaf
2467,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0757,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,45.38,0.82,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2468,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0144,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,43.46,0.35,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2469,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0790,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,51.14,0.26,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2470,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0785,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,39.86,0.55,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2471,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0782,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,41.43,1.36,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2472,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ1243,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,38.37,1.18,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2473,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0042,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,36.02,0.62,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2474,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0402,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,29.38,2.63,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2475,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0089,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,35.27,0.69,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2476,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0041,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,44.64,2.02,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2477,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0036,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,42.32,3.28,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2478,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0339,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,31.09,1.17,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2479,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0986,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,33.55,1.67,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2480,93,Zang et al ,2014,Rutaceae,Citrus_reticulata,GPGJ0030,Citrus_unshiu,GPGJ0667 Satsuma,Satsuma mandarin,wp,m,fr,fr,h,t3,chem,0,34.48,0.13,3,39.71,1.21,3,total phenolics (mg/g dw) in peels of fruit
2481,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0757,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,45.38,0.82,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
2482,93,Zang et al ,2014,Rutaceae,Citrus_daoxianensis,GPGJ0144,Citrus_poonensis,GPGJ00948 Ponkan,Ponkan mandarin,wp,m,fr,fr,h,t3,chem,0,43.46,0.35,3,36.54,0.63,3,total phenolics (mg/g dw) in peels of fruit
